timestamp,test_id,nnodes,tasks_per_node,collective_type,mpi_lib,mpi_lib_version,libswing_version,CUDA,output_level,MPI_Op,notes
2025_04_10___14_26_48,5,128,1,REDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___14_26_48,6,128,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___14_26_48,7,128,1,SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___15_46_57,0,256,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___15_46_57,1,256,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___15_46_57,2,256,1,ALLTOALL,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___15_46_57,3,256,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___15_46_57,4,256,1,GATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___15_46_57,5,256,1,REDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___15_46_57,6,256,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___15_46_57,7,256,1,SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_24_38,0,32,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___16_24_38,1,32,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_24_38,2,32,1,ALLTOALL,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_24_38,3,32,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_24_38,4,32,1,GATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_24_38,5,32,1,REDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___16_24_38,6,32,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___16_24_38,7,32,1,SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_25_22,0,16,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___16_25_22,1,16,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_25_22,2,16,1,ALLTOALL,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_25_22,3,16,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_25_22,4,16,1,GATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___16_25_22,5,16,1,REDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___16_25_22,6,16,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___16_25_22,7,16,1,SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_09___16_00_41,0,1024,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_09___16_00_41,1,1024,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_09___16_00_41,2,1024,1,ALLTOALL,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_09___16_00_41,3,1024,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_09___16_00_41,4,1024,1,GATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_09___16_00_41,5,1024,1,REDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_09___16_00_41,6,1024,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_09___16_00_41,7,1024,1,SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___18_47_49,0,512,1,ALLREDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___18_47_49,1,512,1,ALLGATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___18_47_49,2,512,1,ALLTOALL,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___18_47_49,3,512,1,BCAST,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___18_47_49,4,512,1,GATHER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
2025_04_10___18_47_49,5,512,1,REDUCE,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___18_47_49,6,512,1,REDUCE_SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,MPI_SUM,null
2025_04_10___18_47_49,7,512,1,SCATTER,CRAY_MPICH,8.1.29,1.0.0,false,summarized,null,null
